,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Travelling_Solo,Group_Size,Cabin_Deck,Cabin_Side,Cabin_Region1,Cabin_Region2,Cabin_Region3,Cabin_Region4,Cabin_Region5,Cabin_Region6,Age Group,Total Expenditure,No Spending,Expenditure Category
3106,3352_01,Earth,True,G/547/P,PSO J318.5-22,47.0,False,0.0,0.0,0.0,0.0,0.0,Kelle Hickson,False,True,1,G,P,False,True,False,False,False,False,Age_33_50,0.0,True,No Expense
3107,3353_01,Europa,False,C/125/S,TRAPPIST-1e,,False,0.0,216.0,191.0,12062.0,59.0,Toperon Reming,False,False,6,C,S,True,False,False,False,False,False,,12528.0,False,High Expense
3108,3353_02,Europa,True,C/125/S,55 Cancri e,13.0,False,0.0,0.0,0.0,0.0,0.0,Bellah Reming,True,False,6,C,S,True,False,False,False,False,False,Age_0-18,0.0,True,No Expense
3109,3353_03,Europa,False,C/125/S,TRAPPIST-1e,22.0,False,0.0,5.0,0.0,12.0,6111.0,Taurion Reming,False,False,6,C,S,True,False,False,False,False,False,Age_19-25,6128.0,False,High Expense
3110,3353_04,Europa,False,C/125/S,TRAPPIST-1e,61.0,False,0.0,4082.0,0.0,265.0,201.0,Almelik Conable,True,False,6,C,S,True,False,False,False,False,False,age_50+,4548.0,False,High Expense
3111,3353_05,Europa,False,C/125/S,55 Cancri e,19.0,False,0.0,4494.0,0.0,11.0,3460.0,Ankaan Reming,True,False,6,C,S,True,False,False,False,False,False,Age_19-25,7965.0,False,High Expense
3112,3353_06,Europa,False,C/125/S,TRAPPIST-1e,45.0,False,0.0,1897.0,0.0,880.0,605.0,Hamelik Reming,True,False,6,C,S,True,False,False,False,False,False,Age_33_50,3382.0,False,High Expense
3113,3357_01,Earth,True,G/535/S,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,Kerrie Pollarkeeks,False,True,1,G,S,False,True,False,False,False,False,Age_0-18,0.0,True,No Expense
3114,3359_01,Earth,False,G/536/S,TRAPPIST-1e,32.0,False,0.0,810.0,0.0,0.0,2.0,Essara Sweene,False,True,1,G,S,False,True,False,False,False,False,Age_26-32,812.0,False,Medium Expense
3115,3360_01,Europa,False,A/30/P,TRAPPIST-1e,52.0,True,0.0,1429.0,0.0,1371.0,488.0,Izares Brailidy,True,True,1,A,P,True,False,False,False,False,False,age_50+,3288.0,False,High Expense
3116,3361_01,Mars,True,F/635/S,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Ming Sinda,True,False,4,F,S,False,False,True,False,False,False,Age_19-25,0.0,True,No Expense
3117,3361_02,Mars,True,F/635/S,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Bet Sinda,True,False,4,F,S,False,False,True,False,False,False,Age_0-12,0.0,True,No Expense
3118,3361_03,Mars,True,F/635/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Bakix Razo,True,False,4,F,S,False,False,True,False,False,False,Age_0-18,0.0,True,No Expense
3119,3361_04,,False,D/108/S,PSO J318.5-22,26.0,False,717.0,0.0,84.0,0.0,0.0,Blers Sinda,False,False,4,D,S,True,False,False,False,False,False,Age_26-32,801.0,False,Medium Expense
3120,3363_01,Earth,False,E/205/P,TRAPPIST-1e,20.0,False,1.0,52.0,533.0,0.0,1022.0,Caseya Leeves,False,False,3,E,P,True,False,False,False,False,False,Age_19-25,1608.0,False,High Expense
3121,3363_02,Earth,False,G/550/P,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Elene Huffy,True,False,3,G,P,False,True,False,False,False,False,Age_0-12,0.0,True,No Expense
3122,3363_03,Earth,False,G/550/P,PSO J318.5-22,5.0,False,0.0,0.0,0.0,0.0,0.0,Stelly Leeves,False,False,3,G,P,False,True,False,False,False,False,Age_0-12,0.0,True,No Expense
3123,3364_01,Europa,False,A/31/P,55 Cancri e,40.0,False,0.0,372.0,7.0,5.0,1467.0,Zinon Oilloody,False,True,1,A,P,True,False,False,False,False,False,Age_33_50,1851.0,False,High Expense
3124,3365_01,Earth,True,G/537/S,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,Jacki Oneiles,True,True,1,G,S,False,True,False,False,False,False,Age_19-25,0.0,True,No Expense
3125,3370_01,Mars,False,D/109/S,TRAPPIST-1e,18.0,False,2532.0,0.0,46.0,0.0,0.0,Par Port,False,True,1,D,S,True,False,False,False,False,False,Age_0-18,2578.0,False,High Expense
3126,3371_01,Earth,False,F/694/P,TRAPPIST-1e,42.0,False,0.0,3.0,0.0,898.0,1.0,Marix Birds,False,True,1,F,P,False,False,True,False,False,False,Age_33_50,902.0,False,Medium Expense
3127,3372_01,Earth,True,G/551/P,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,Blance Englence,True,True,1,G,P,False,True,False,False,False,False,Age_0-18,0.0,True,No Expense
3128,3377_01,Mars,True,F/638/S,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Ran Merie,True,True,1,F,S,False,False,True,False,False,False,Age_33_50,0.0,True,No Expense
3129,3380_01,Earth,False,F/696/P,55 Cancri e,23.0,False,664.0,17.0,0.0,0.0,,Stalie Arner,False,True,1,F,P,False,False,True,False,False,False,Age_19-25,681.0,False,Low Expense
3130,3381_01,Earth,True,G/539/S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Blanie Milton,False,True,1,G,S,False,True,False,False,False,False,Age_33_50,0.0,True,No Expense
3131,3382_01,Earth,False,F/697/P,PSO J318.5-22,53.0,False,2.0,18.0,705.0,0.0,1.0,Jodia Rossey,False,False,2,F,P,False,False,True,False,False,False,age_50+,726.0,False,Medium Expense
3132,3382_02,Earth,True,G/553/P,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,Molley Rossey,True,False,2,G,P,False,True,False,False,False,False,age_50+,0.0,True,No Expense
3133,3383_01,Earth,False,F/698/P,55 Cancri e,35.0,False,1.0,0.0,37.0,719.0,0.0,Benry Farleyatton,False,True,1,F,P,False,False,True,False,False,False,Age_33_50,757.0,False,Medium Expense
3134,3384_01,Earth,False,F/699/P,TRAPPIST-1e,18.0,False,1.0,56.0,0.0,602.0,205.0,Harlen Gilesonston,False,False,3,F,P,False,False,True,False,False,False,Age_0-18,864.0,False,Medium Expense
3135,3384_02,Earth,False,E/207/P,TRAPPIST-1e,25.0,False,106.0,46.0,,0.0,843.0,Keithy Pettyreeman,False,False,3,E,P,True,False,False,False,False,False,Age_19-25,995.0,False,Medium Expense
3136,3384_03,Earth,True,G/554/P,55 Cancri e,20.0,False,0.0,0.0,0.0,0.0,0.0,Lyney Pettyreeman,True,False,3,G,P,False,True,False,False,False,False,Age_19-25,0.0,True,No Expense
3137,3386_01,Mars,True,F/641/S,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Peefox Datie,True,True,1,F,S,False,False,True,False,False,False,Age_33_50,0.0,True,No Expense
3138,3387_01,Earth,True,G/540/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Eline Cainghannon,False,True,1,G,S,False,True,False,False,False,False,Age_26-32,0.0,True,No Expense
3139,3389_01,Mars,False,F/642/S,TRAPPIST-1e,23.0,False,24.0,1.0,1264.0,0.0,0.0,Hog Bun,True,True,1,F,S,False,False,True,False,False,False,Age_19-25,1289.0,False,Medium Expense
3140,3390_01,Mars,True,F/643/S,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,,Stech Mane,True,True,1,F,S,False,False,True,False,False,False,Age_33_50,0.0,True,No Expense
3141,3391_01,Europa,True,B/105/P,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Misaleh Ennalve,True,False,2,B,P,True,False,False,False,False,False,Age_19-25,0.0,True,No Expense
3142,3391_02,Europa,False,B/105/P,55 Cancri e,42.0,False,0.0,1209.0,0.0,1026.0,636.0,Seginon Ennalve,False,False,2,B,P,True,False,False,False,False,False,Age_33_50,2871.0,False,High Expense
3143,3392_01,Earth,False,G/541/S,TRAPPIST-1e,20.0,False,0.0,39.0,830.0,17.0,0.0,Philia Gallard,True,False,4,G,S,False,True,False,False,False,False,Age_19-25,886.0,False,Medium Expense
3144,3392_02,Earth,True,G/541/S,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Jenn Gallard,True,False,4,G,S,False,True,False,False,False,False,Age_0-12,0.0,True,No Expense
3145,3392_03,Earth,True,G/541/S,TRAPPIST-1e,64.0,False,0.0,0.0,0.0,0.0,0.0,Ernard Gallard,True,False,4,G,S,False,True,False,False,False,False,age_50+,0.0,True,No Expense
3146,3392_04,Earth,False,G/541/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Coley Gallard,True,False,4,G,S,False,True,False,False,False,False,Age_0-12,0.0,True,No Expense
3147,3394_01,Earth,False,F/700/P,PSO J318.5-22,19.0,False,0.0,463.0,269.0,0.0,4.0,Jasony Klindsayer,True,True,1,F,P,False,False,True,False,False,False,Age_19-25,736.0,False,Medium Expense
3148,3395_01,Earth,False,G/542/S,55 Cancri e,6.0,False,0.0,0.0,0.0,0.0,0.0,Idace Valezaley,False,True,1,G,S,False,True,False,False,False,False,Age_0-12,0.0,True,No Expense
3149,3396_01,Europa,True,B/106/P,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Acruxon Mirinanty,True,True,1,B,P,True,False,False,False,False,False,Age_19-25,0.0,True,No Expense
3150,3397_01,Earth,False,G/543/S,TRAPPIST-1e,22.0,False,0.0,269.0,0.0,100.0,28.0,Guyl Barkeretton,False,True,1,G,S,False,True,False,False,False,False,Age_19-25,397.0,False,Low Expense
3151,3401_01,Earth,False,G/545/S,TRAPPIST-1e,18.0,False,0.0,0.0,1435.0,0.0,,Karene Fisheparks,True,True,1,G,S,False,True,False,False,False,False,Age_0-18,1435.0,False,Medium Expense
3152,3402_01,Mars,False,E/231/S,TRAPPIST-1e,21.0,False,2.0,0.0,898.0,148.0,0.0,Toal Ban,False,True,1,E,S,True,False,False,False,False,False,Age_19-25,1048.0,False,Medium Expense
3153,3403_01,Earth,False,G/556/P,PSO J318.5-22,37.0,False,308.0,35.0,415.0,10.0,0.0,Pattin Wolfaddox,True,True,1,G,P,False,True,False,False,False,False,Age_33_50,768.0,False,Medium Expense
3154,3404_01,Earth,True,G/557/P,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,Patoya Briggins,True,True,1,G,P,False,True,False,False,False,False,Age_19-25,0.0,True,No Expense
3155,3405_01,Earth,True,G/546/S,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Mathy Bakerson,False,False,3,G,S,False,True,False,False,False,False,Age_33_50,0.0,True,No Expense
3156,3405_02,Earth,False,G/546/S,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Elicia Bakerson,True,False,3,G,S,False,True,False,False,False,False,Age_0-12,0.0,True,No Expense
3157,3405_03,Earth,False,G/546/S,55 Cancri e,6.0,False,0.0,0.0,0.0,0.0,0.0,Lyn Bakerson,False,False,3,G,S,False,True,False,False,False,False,Age_0-12,0.0,True,No Expense
3158,3406_01,Europa,False,C/112/P,TRAPPIST-1e,49.0,False,0.0,104.0,809.0,3668.0,7.0,Iononus Metiveal,False,False,2,C,P,True,False,False,False,False,False,Age_33_50,4588.0,False,High Expense
3159,3406_02,Europa,False,C/112/P,TRAPPIST-1e,55.0,False,0.0,5971.0,158.0,4125.0,1984.0,Dyonevi Metiveal,False,False,2,C,P,True,False,False,False,False,False,age_50+,12238.0,False,High Expense
3160,3408_01,Earth,True,G/547/S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Jeron Flynner,True,True,1,G,S,False,True,False,False,False,False,Age_0-18,0.0,True,No Expense
3161,3409_01,Earth,False,F/701/P,TRAPPIST-1e,19.0,False,90.0,0.0,0.0,74.0,595.0,Felice Wheelez,False,True,1,F,P,False,False,True,False,False,False,Age_19-25,759.0,False,Medium Expense
3162,3410_01,Earth,True,G/558/P,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,,Berna Moongton,True,True,1,G,P,False,True,False,False,False,False,Age_0-18,0.0,True,No Expense
3163,3412_01,Europa,False,B/107/P,TRAPPIST-1e,48.0,False,0.0,12.0,0.0,7967.0,15.0,Alraixa Ainserfle,False,False,3,B,P,True,False,False,False,False,False,Age_33_50,7994.0,False,High Expense
3164,3412_02,Europa,True,B/107/P,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Bosonon Ainserfle,True,False,3,B,P,True,False,False,False,False,False,Age_19-25,0.0,True,No Expense
3165,3412_03,Europa,False,B/107/P,TRAPPIST-1e,23.0,False,2.0,6748.0,0.0,23.0,0.0,Batrix Ainserfle,True,False,3,B,P,True,False,False,False,False,False,Age_19-25,6773.0,False,High Expense
3166,3413_01,Earth,True,G/559/P,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,Weney Franton,False,True,1,G,P,False,True,False,False,False,False,Age_26-32,0.0,True,No Expense
3167,3415_01,Earth,False,F/702/P,TRAPPIST-1e,39.0,False,505.0,178.0,181.0,0.0,0.0,Lilace Bakerrison,False,True,1,F,P,False,False,True,False,False,False,Age_33_50,864.0,False,Medium Expense
3168,3417_01,,False,F/703/P,TRAPPIST-1e,28.0,False,0.0,1376.0,4.0,0.0,0.0,Denis Fisheparks,True,True,1,F,P,False,False,True,False,False,False,Age_26-32,1380.0,False,Medium Expense
3169,3418_01,Mars,True,F/646/S,TRAPPIST-1e,72.0,False,,0.0,0.0,0.0,0.0,Berers Meake,True,True,1,F,S,False,False,True,False,False,False,age_50+,0.0,True,No Expense
3170,3419_01,Mars,False,D/108/P,TRAPPIST-1e,47.0,False,2267.0,0.0,117.0,0.0,0.0,Blus Danad,False,True,1,D,P,True,False,False,False,False,False,Age_33_50,2384.0,False,High Expense
3171,3420_01,Earth,True,G/548/S,TRAPPIST-1e,65.0,False,0.0,0.0,0.0,0.0,0.0,Jilley Brownings,False,True,1,G,S,False,True,False,False,False,False,age_50+,0.0,True,No Expense
3172,3421_01,Earth,False,F/704/P,PSO J318.5-22,40.0,False,15.0,0.0,0.0,670.0,,Lardy Burrilllins,False,True,1,F,P,False,False,True,False,False,False,Age_33_50,685.0,False,Low Expense
3173,3422_01,Europa,,E/209/P,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,Anchib Crakete,True,False,2,E,P,True,False,False,False,False,False,Age_0-18,0.0,True,No Expense
3174,3422_02,Europa,True,E/209/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Atonib Crakete,True,False,2,E,P,True,False,False,False,False,False,Age_26-32,0.0,True,No Expense
3175,3423_01,Earth,True,G/561/P,TRAPPIST-1e,21.0,,0.0,0.0,0.0,0.0,0.0,Heald Johnsby,True,True,1,G,P,False,True,False,False,False,False,Age_19-25,0.0,True,No Expense
3176,3424_01,Earth,False,E/233/S,TRAPPIST-1e,37.0,False,190.0,0.0,2.0,799.0,0.0,Jillie Carrishley,False,True,1,E,S,True,False,False,False,False,False,Age_33_50,991.0,False,Medium Expense
3177,3425_01,Europa,False,E/234/S,TRAPPIST-1e,31.0,False,0.0,1216.0,0.0,897.0,478.0,Enib Spopting,False,True,1,E,S,True,False,False,False,False,False,Age_26-32,2591.0,False,High Expense
3178,3426_01,Earth,False,G/549/S,TRAPPIST-1e,33.0,False,22.0,37.0,415.0,0.0,333.0,Garry Oconley,False,True,1,G,S,False,True,False,False,False,False,Age_33_50,807.0,False,Medium Expense
3179,3428_01,Europa,True,C/113/P,55 Cancri e,53.0,False,0.0,0.0,0.0,0.0,0.0,Betenif Cumpting,True,False,2,C,P,True,False,False,False,False,False,age_50+,0.0,True,No Expense
3180,3428_02,Europa,False,C/113/P,TRAPPIST-1e,27.0,False,0.0,18481.0,0.0,2.0,3875.0,Terope Cumpting,True,False,2,C,P,True,False,False,False,False,False,Age_26-32,22358.0,False,High Expense
3181,3430_01,Earth,False,G/551/S,TRAPPIST-1e,74.0,False,0.0,193.0,581.0,0.0,0.0,Lewise Bullisey,True,True,1,G,S,False,True,False,False,False,False,age_50+,774.0,False,Medium Expense
3182,3431_01,Mars,True,F/705/P,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Tig Datte,True,True,1,F,P,False,False,True,False,False,False,,0.0,True,No Expense
3183,3432_01,Earth,False,F/706/P,PSO J318.5-22,23.0,False,381.0,0.0,137.0,104.0,8.0,Bettie Miltongson,False,True,1,F,P,False,False,True,False,False,False,Age_19-25,630.0,False,Low Expense
3184,3433_01,Europa,False,C/114/P,55 Cancri e,74.0,False,0.0,1026.0,0.0,6616.0,119.0,Alik Spirfuent,False,True,1,C,P,True,False,False,False,False,False,age_50+,7761.0,False,High Expense
3185,3434_01,Earth,True,G/562/P,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Millia Smalloney,True,True,1,G,P,False,True,False,False,False,False,Age_19-25,0.0,True,No Expense
3186,3437_01,Earth,False,G/553/S,PSO J318.5-22,26.0,False,6.0,0.0,400.0,2.0,373.0,Benew Pager,False,False,2,G,S,False,True,False,False,False,False,Age_26-32,781.0,False,Medium Expense
3187,3437_02,Earth,True,G/553/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Carly Pager,True,False,2,G,S,False,True,False,False,False,False,Age_0-12,0.0,True,No Expense
3188,3438_01,Earth,True,G/564/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Shaele Pottney,True,False,2,G,P,False,True,False,False,False,False,Age_0-12,0.0,True,No Expense
3189,3438_02,Earth,False,F/707/P,55 Cancri e,24.0,False,95.0,35.0,1442.0,0.0,0.0,Dary Pottney,False,False,2,F,P,False,False,True,False,False,False,Age_19-25,1572.0,False,High Expense
3190,3439_01,Europa,True,B/130/S,TRAPPIST-1e,28.0,False,0.0,,0.0,0.0,0.0,Alarmus Modent,True,False,4,B,S,True,False,False,False,False,False,Age_26-32,0.0,True,No Expense
3191,3439_02,Europa,,B/130/S,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Alrais Modent,True,False,4,B,S,True,False,False,False,False,False,Age_0-18,0.0,True,No Expense
3192,3439_03,,True,B/130/S,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,Saleh Modent,True,False,4,B,S,True,False,False,False,False,False,Age_26-32,0.0,True,No Expense
3193,3439_04,Europa,False,B/130/S,TRAPPIST-1e,39.0,False,0.0,2.0,0.0,909.0,3291.0,Cheddin Modent,False,False,4,B,S,True,False,False,False,False,False,Age_33_50,4202.0,False,High Expense
3194,3440_01,Earth,False,G/565/P,TRAPPIST-1e,17.0,False,0.0,83.0,0.0,0.0,943.0,Nice Bertiz,False,True,1,G,P,False,True,False,False,False,False,Age_0-18,1026.0,False,Medium Expense
3195,3441_01,Earth,False,F/647/S,55 Cancri e,15.0,False,350.0,0.0,91.0,198.0,0.0,Ryany Blange,False,True,1,F,S,False,False,True,False,False,False,Age_0-18,639.0,False,Low Expense
3196,3442_01,Earth,False,F/708/P,TRAPPIST-1e,37.0,False,503.0,0.0,26.0,0.0,116.0,Sanney Hornettoney,False,True,1,F,P,False,False,True,False,False,False,Age_33_50,645.0,False,Low Expense
3197,3443_01,Earth,False,F/648/S,TRAPPIST-1e,38.0,False,792.0,0.0,,1.0,29.0,Marix Poperez,True,True,1,F,S,False,False,True,False,False,False,Age_33_50,822.0,False,Medium Expense
3198,3444_01,Europa,False,B/131/S,55 Cancri e,33.0,False,0.0,27071.0,0.0,15.0,0.0,Ainoxa Scerodbox,True,False,4,B,S,True,False,False,False,False,False,Age_33_50,27086.0,False,High Expense
3199,3444_02,Europa,True,B/131/S,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Antitak Scerodbox,True,False,4,B,S,True,False,False,False,False,False,Age_0-18,0.0,True,No Expense
3200,3444_03,Europa,False,B/131/S,TRAPPIST-1e,41.0,True,0.0,649.0,0.0,945.0,,Quarke Scerodbox,True,False,4,B,S,True,False,False,False,False,False,Age_33_50,1594.0,False,High Expense
3201,3444_04,Europa,False,B/131/S,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Wezena Scerodbox,True,False,4,B,S,True,False,False,False,False,False,Age_0-12,0.0,True,No Expense
3202,3445_01,Earth,False,G/554/S,TRAPPIST-1e,20.0,False,1.0,760.0,,21.0,0.0,Mara Hermanapp,False,True,1,G,S,False,True,False,False,False,False,Age_19-25,782.0,False,Medium Expense
3203,3446_01,Earth,True,G/555/S,PSO J318.5-22,44.0,False,0.0,0.0,0.0,0.0,0.0,Lilasa Buckleinson,True,True,1,G,S,False,True,False,False,False,False,Age_33_50,0.0,True,No Expense
3204,3447_01,Earth,False,F/649/S,TRAPPIST-1e,42.0,False,1196.0,0.0,0.0,68.0,1.0,Dorie Hutchinton,False,True,1,F,S,False,False,True,False,False,False,Age_33_50,1265.0,False,Medium Expense
3205,3449_01,Earth,False,G/556/S,TRAPPIST-1e,29.0,False,0.0,4.0,0.0,0.0,904.0,Virgie Chardsons,False,True,1,G,S,False,True,False,False,False,False,Age_26-32,908.0,False,Medium Expense
3206,3450_01,Europa,False,B/132/S,55 Cancri e,22.0,False,0.0,4209.0,26.0,2462.0,466.0,Pentard Knocke,True,False,2,B,S,True,False,False,False,False,False,Age_19-25,7163.0,False,High Expense
3207,3450_02,Europa,False,B/132/S,TRAPPIST-1e,21.0,False,0.0,2834.0,0.0,414.0,558.0,Weion Knocke,True,False,2,B,S,True,False,False,False,False,False,Age_19-25,3806.0,False,High Expense
3208,3453_01,Earth,True,G/567/P,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Teremy Hamcmahon,False,True,1,G,P,False,True,False,False,False,False,Age_19-25,0.0,True,No Expense
3209,3454_01,Earth,True,G/568/P,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Brance Byerson,False,True,1,G,P,False,True,False,False,False,False,Age_19-25,0.0,True,No Expense
3210,3455_01,Mars,True,F/709/P,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Cruis Gelte,True,True,1,F,P,False,False,True,False,False,False,Age_0-18,0.0,True,No Expense
3211,3456_01,Earth,True,G/558/S,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,Dord Emenez,True,True,1,G,S,False,True,False,False,False,False,Age_0-18,0.0,True,No Expense
3212,3458_01,Mars,True,F/710/P,55 Cancri e,36.0,False,0.0,0.0,0.0,,0.0,Vitax Madan,True,True,1,F,P,False,False,True,False,False,False,Age_33_50,0.0,True,No Expense
3213,3459_01,Earth,True,G/560/S,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Herry Hutchinton,True,True,1,G,S,False,True,False,False,False,False,Age_33_50,0.0,True,No Expense
3214,3461_01,Earth,False,G/569/P,PSO J318.5-22,26.0,False,86.0,377.0,0.0,0.0,77.0,Samana Handertiz,False,True,1,G,P,False,True,False,False,False,False,Age_26-32,540.0,False,Low Expense
3215,3462_01,Europa,True,C/115/P,TRAPPIST-1e,28.0,,0.0,,0.0,0.0,0.0,Achib Ingascomet,True,True,1,C,P,True,False,False,False,False,False,Age_26-32,0.0,True,No Expense
3216,3464_01,Earth,False,G/561/S,TRAPPIST-1e,14.0,False,0.0,0.0,533.0,266.0,93.0,Murie Hardsonerry,False,False,2,G,S,False,True,False,False,False,False,Age_0-18,892.0,False,Medium Expense
3217,3464_02,Earth,True,G/561/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Therek Hardsonerry,False,False,2,G,S,False,True,False,False,False,False,Age_26-32,0.0,True,No Expense
3218,3465_01,Mars,False,F/711/P,TRAPPIST-1e,19.0,False,506.0,0.0,395.0,159.0,229.0,Mone Flaie,False,True,1,F,P,False,False,True,False,False,False,Age_19-25,1289.0,False,Medium Expense
3219,3467_01,Earth,False,F/712/P,TRAPPIST-1e,51.0,False,90.0,0.0,0.0,881.0,0.0,Feryla Webstephrey,False,True,1,F,P,False,False,True,False,False,False,age_50+,971.0,False,Medium Expense
3220,3468_01,Earth,True,G/562/S,TRAPPIST-1e,64.0,False,0.0,0.0,0.0,0.0,0.0,Kayne Rivanseney,True,True,1,G,S,False,True,False,False,False,False,age_50+,0.0,True,No Expense
3221,3469_01,Europa,True,B/109/P,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,Caiamin Singmage,True,True,1,B,P,True,False,False,False,False,False,Age_33_50,0.0,True,No Expense
3222,3470_01,Earth,True,G/563/S,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Gory Byerry,False,False,2,G,S,False,True,False,False,False,False,,0.0,True,No Expense
3223,3470_02,Earth,True,G/563/S,55 Cancri e,16.0,False,0.0,0.0,0.0,0.0,0.0,Carma Byerry,True,False,2,G,S,False,True,False,False,False,False,Age_0-18,0.0,True,No Expense
3224,3473_01,Earth,False,F/654/S,TRAPPIST-1e,20.0,False,0.0,880.0,5.0,25.0,490.0,Elanie Hurles,False,True,1,F,S,False,False,True,False,False,False,Age_19-25,1400.0,False,Medium Expense
3225,3474_01,Europa,True,B/110/P,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Weias Pasharne,True,False,4,B,P,True,False,False,False,False,False,Age_26-32,0.0,True,No Expense
3226,3474_02,Europa,False,B/110/P,TRAPPIST-1e,38.0,False,0.0,952.0,0.0,0.0,1790.0,Zubeneb Pasharne,False,False,4,B,P,True,False,False,False,False,False,Age_33_50,2742.0,False,High Expense
3227,3474_03,Europa,True,B/110/P,55 Cancri e,59.0,False,0.0,0.0,0.0,0.0,0.0,Syrmino Pasharne,True,False,4,B,P,True,False,False,False,False,False,age_50+,0.0,True,No Expense
3228,3474_04,Europa,True,B/110/P,TRAPPIST-1e,18.0,False,0.0,0.0,,0.0,0.0,Tachir Pasharne,True,False,4,B,P,True,False,False,False,False,False,Age_0-18,0.0,True,No Expense
3229,3475_01,Europa,True,C/126/S,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Pentard Spoilling,True,False,3,C,S,True,False,False,False,False,False,Age_33_50,0.0,True,No Expense
3230,3475_02,Europa,False,C/126/S,TRAPPIST-1e,33.0,False,0.0,590.0,,3.0,6569.0,Caphirk Spoilling,False,False,3,C,S,True,False,False,False,False,False,Age_33_50,7162.0,False,High Expense
3231,3475_03,Europa,False,C/126/S,55 Cancri e,49.0,False,0.0,8766.0,15.0,149.0,178.0,Zavior Spoilling,True,False,3,C,S,True,False,False,False,False,False,Age_33_50,9108.0,False,High Expense
3232,3476_01,Earth,,G/571/P,55 Cancri e,4.0,False,0.0,,0.0,0.0,0.0,Gabrie Joycerton,True,False,4,G,P,False,True,False,False,False,False,Age_0-12,0.0,True,No Expense
3233,3476_02,Earth,False,G/571/P,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Carly Burksson,True,False,4,G,P,False,True,False,False,False,False,Age_0-12,0.0,True,No Expense
3234,3476_03,Earth,False,G/571/P,55 Cancri e,0.0,False,0.0,0.0,0.0,,0.0,,True,False,4,G,P,False,True,False,False,False,False,Age_0-12,0.0,True,No Expense
3235,3476_04,Earth,False,G/571/P,TRAPPIST-1e,24.0,False,1.0,467.0,4.0,0.0,341.0,Bonne Burksson,False,False,4,G,P,False,True,False,False,False,False,Age_19-25,813.0,False,Medium Expense
